Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward,Correct
1,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
2,B1_MC,PI,NW,1,0,0.0,1.0,1
3,B1_MC,PI,NW,1,0,0.0,1.0,1
4,B1_MC,PC,GW,1,1,0.0,0.0,0
5,B1_MC,PC,GW,1,1,1.0,1.0,1
6,B1_MC,PC,GW,1,1,1.0,1.0,1
7,B1_MC,PC,GW,1,1,0.0,0.0,0
8,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
9,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
10,B1_MC,PC,NAL,-1,0,0.0,0.0,1
11,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
12,B1_MC,PC,GW,1,1,1.0,1.0,1
13,B1_MC,PC,GW,1,1,1.0,1.0,1
14,B1_MC,PC,GW,1,1,1.0,1.0,1
15,B1_MC,PI,NW,1,0,1.0,0.0,0
16,B1_MC,PI,NW,1,0,0.0,1.0,1
17,B1_MC,PC,GW,1,1,1.0,1.0,1
18,B1_MC,PI,NW,1,0,0.0,1.0,1
19,B1_MC,PC,NAL,-1,0,0.0,0.0,1
20,B1_MC,PC,GW,1,1,1.0,1.0,1
21,B1_MC,PC,GW,1,1,1.0,1.0,1
22,B1_MC,PI,NW,1,0,1.0,0.0,0
23,B1_MC,PC,GW,1,1,1.0,1.0,1
24,B1_MC,PC,GW,1,1,1.0,1.0,1
25,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
26,B1_MC,PC,GW,1,1,1.0,1.0,1
27,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
28,B1_MC,PC,GW,1,1,1.0,1.0,1
29,B1_MC,PI,GAL,-1,1,1.0,0.0,1
30,B1_MC,PC,GW,1,1,1.0,1.0,1
31,B1_MC,PC,NAL,-1,0,0.0,0.0,1
32,B1_MC,PC,GW,1,1,1.0,1.0,1
33,B1_MC,PI,GAL,-1,1,1.0,0.0,1
34,B1_MC,PI,GAL,-1,1,1.0,0.0,1
35,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
36,B1_MC,PI,NW,1,0,1.0,0.0,0
37,B1_MC,PI,NW,1,0,1.0,0.0,0
38,B1_MC,PI,GAL,-1,1,1.0,0.0,1
39,B1_MC,PI,GAL,-1,1,1.0,0.0,1
40,B1_MC,PC,NAL,-1,0,0.0,0.0,1
41,B1_MC,PI,NW,1,0,1.0,0.0,0
42,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
43,B1_MC,PC,GW,1,1,1.0,1.0,1
44,B1_MC,PC,GW,1,1,1.0,1.0,1
45,B1_MC,PC,GW,1,1,1.0,1.0,1
46,B1_MC,PI,GAL,-1,1,1.0,0.0,1
47,B1_MC,PI,GAL,-1,1,1.0,0.0,1
48,B1_MC,PI,GAL,-1,1,1.0,0.0,1
49,B1_MC,PI,NW,1,0,1.0,0.0,0
50,B1_MC,PI,NW,1,0,0.0,1.0,1
51,B1_MC,PI,GAL,-1,1,1.0,0.0,1
52,B1_MC,PI,GAL,-1,1,1.0,0.0,1
53,B1_MC,PC,NAL,-1,0,0.0,0.0,1
54,B1_MC,PI,NW,1,0,0.0,1.0,1
55,B1_MC,PC,GW,1,1,1.0,1.0,1
56,B1_MC,PI,NW,1,0,0.0,1.0,1
57,B1_MC,PC,GW,1,1,1.0,1.0,1
58,B1_MC,PC,GW,1,1,1.0,1.0,1
59,B1_MC,PC,NAL,-1,0,0.0,0.0,1
60,B1_MC,PI,NW,1,0,0.0,1.0,1
61,B1_MC,PC,NAL,-1,0,0.0,0.0,1
62,B1_MC,PI,GAL,-1,1,1.0,0.0,1
63,B1_MC,PI,GAL,-1,1,1.0,0.0,1
64,B1_MC,PI,GAL,-1,1,1.0,0.0,1
65,B1_MC,PC,GW,1,1,1.0,1.0,1
66,B1_MC,PI,NW,1,0,1.0,0.0,0
67,B1_MC,PI,NW,1,0,0.0,1.0,1
68,B1_MC,PC,NAL,-1,0,0.0,0.0,1
69,B1_MC,PI,NW,1,0,0.0,1.0,1
70,B1_MC,PI,GAL,-1,1,1.0,0.0,1
71,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
72,B1_MC,PC,GW,1,1,1.0,1.0,1
73,B1_MC,PC,GW,1,1,1.0,1.0,1
74,B1_MC,PC,GW,1,1,1.0,1.0,1
75,B1_MC,PC,GW,1,1,1.0,1.0,1
76,B1_MC,PC,NAL,-1,0,0.0,0.0,1
77,B1_MC,PC,GW,1,1,1.0,1.0,1
78,B1_MC,PI,NW,1,0,1.0,0.0,0
79,B1_MC,PI,NW,1,0,0.0,1.0,1
80,B1_MC,PI,GAL,-1,1,1.0,0.0,1
81,B1_MC,PI,NW,1,0,1.0,0.0,0
82,B1_MC,PI,NW,1,0,1.0,0.0,0
83,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
84,B1_MC,PC,NAL,-1,0,0.0,0.0,1
85,B1_MC,PI,NW,1,0,1.0,0.0,0
86,B1_MC,PC,NAL,-1,0,0.0,0.0,1
87,B1_MC,PC,GW,1,1,1.0,1.0,1
88,B1_MC,PC,GW,1,1,1.0,1.0,1
89,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
90,B1_MC,PI,GAL,-1,1,1.0,0.0,1
91,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
92,B1_MC,PC,GW,1,1,1.0,1.0,1
93,B1_MC,PC,GW,1,1,1.0,1.0,1
94,B1_MC,PC,NAL,-1,0,0.0,0.0,1
95,B1_MC,PC,GW,1,1,1.0,1.0,1
96,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
97,B1_MC,PI,NW,1,0,0.0,1.0,1
98,B1_MC,PI,NW,1,0,0.0,1.0,1
99,B1_MC,PC,GW,1,1,1.0,1.0,1
100,B1_MC,PC,GW,1,1,0.0,0.0,0
101,B1_MC,PC,NAL,-1,0,0.0,0.0,1
102,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
103,B1_MC,PC,NAL,-1,0,0.0,0.0,1
104,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
105,B1_MC,PC,GW,1,1,1.0,1.0,1
106,B1_MC,PC,GW,1,1,1.0,1.0,1
107,B1_MC,PC,GW,1,1,1.0,1.0,1
108,B1_MC,PC,NAL,-1,0,0.0,0.0,1
109,B1_MC,PI,GAL,-1,1,1.0,0.0,1
110,B1_MC,PC,NAL,-1,0,0.0,0.0,1
111,B1_MC,PC,NAL,-1,0,0.0,0.0,1
112,B1_MC,PC,GW,1,1,0.0,0.0,0
113,B1_MC,PI,GAL,-1,1,1.0,0.0,1
114,B1_MC,PC,GW,1,1,1.0,1.0,1
115,B1_MC,PC,NAL,-1,0,0.0,0.0,1
116,B1_MC,PI,NW,1,0,0.0,1.0,1
117,B1_MC,PC,NAL,-1,0,0.0,0.0,1
118,B1_MC,PC,NAL,-1,0,0.0,0.0,1
119,B1_MC,PC,GW,1,1,1.0,1.0,1
120,B1_MC,PC,NAL,-1,0,0.0,0.0,1
121,B1_MC,PC,NAL,-1,0,0.0,0.0,1
122,B1_MC,PC,GW,1,1,1.0,1.0,1
123,B1_MC,PI,GAL,-1,1,1.0,0.0,1
124,B1_MC,PC,GW,1,1,1.0,1.0,1
125,B1_MC,PC,NAL,-1,0,0.0,0.0,1
126,B1_MC,PI,GAL,-1,1,1.0,0.0,1
127,B1_MC,PC,NAL,-1,0,0.0,0.0,1
128,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
129,B1_MC,PI,NW,1,0,0.0,1.0,1
130,B1_MC,PI,NW,1,0,1.0,0.0,0
131,B1_MC,PI,GAL,-1,1,1.0,0.0,1
132,B1_MC,PI,NW,1,0,0.0,1.0,1
133,B1_MC,PC,NAL,-1,0,0.0,0.0,1
134,B1_MC,PC,NAL,-1,0,0.0,0.0,1
135,B1_MC,PI,GAL,-1,1,1.0,0.0,1
136,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
137,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
138,B1_MC,PI,NW,1,0,0.0,1.0,1
139,B1_MC,PC,GW,1,1,1.0,1.0,1
140,B1_MC,PC,GW,1,1,1.0,1.0,1
141,B1_MC,PI,NW,1,0,0.0,1.0,1
142,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
143,B1_MC,PI,GAL,-1,1,1.0,0.0,1
144,B1_MC,PI,GAL,-1,1,1.0,0.0,1
145,B1_MC,PI,GAL,-1,1,1.0,0.0,1
146,B1_MC,PI,NW,1,0,1.0,0.0,0
147,B1_MC,PI,NW,1,0,1.0,0.0,0
148,B1_MC,PI,NW,1,0,0.0,1.0,1
149,B1_MC,PI,NW,1,0,0.0,1.0,1
150,B1_MC,PI,NW,1,0,0.0,1.0,1
151,B1_MC,PC,NAL,-1,0,0.0,0.0,1
152,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
153,B1_MC,PI,GAL,-1,1,1.0,0.0,1
154,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
155,B1_MC,PC,NAL,-1,0,0.0,0.0,1
156,B1_MC,PC,GW,1,1,1.0,1.0,1
157,B1_MC,PI,NW,1,0,1.0,0.0,0
158,B1_MC,PI,NW,1,0,1.0,0.0,0
159,B1_MC,PI,NW,1,0,1.0,0.0,0
160,B1_MC,PC,GW,1,1,1.0,1.0,1
161,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
162,B1_MC,PI,NW,1,0,0.0,1.0,1
163,B1_MC,PC,GW,1,1,1.0,1.0,1
164,B1_MC,PC,GW,1,1,1.0,1.0,1
165,B1_MC,PC,GW,1,1,1.0,1.0,1
166,B1_MC,PI,NW,1,0,0.0,1.0,1
167,B1_MC,PC,GW,1,1,1.0,1.0,1
168,B1_MC,PC,NAL,-1,0,0.0,0.0,1
169,B1_MC,PI,NW,1,0,1.0,0.0,0
170,B1_MC,PC,NAL,-1,0,0.0,0.0,1
171,B1_MC,PI,NW,1,0,0.0,1.0,1
172,B1_MC,PC,NAL,-1,0,0.0,0.0,1
173,B1_MC,PI,NW,1,0,1.0,0.0,0
174,B1_MC,PI,NW,1,0,0.0,1.0,1
175,B1_MC,PC,GW,1,1,1.0,1.0,1
176,B1_MC,PI,NW,1,0,1.0,0.0,0
177,B1_MC,PI,GAL,-1,1,1.0,0.0,1
178,B1_MC,PI,NW,1,0,0.0,1.0,1
179,B1_MC,PC,GW,1,1,0.0,0.0,0
180,B1_MC,PC,NAL,-1,0,0.0,0.0,1
181,B1_MC,PI,GAL,-1,1,1.0,0.0,1
182,B1_MC,PI,NW,1,0,1.0,0.0,0
183,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
184,B1_MC,PC,GW,1,1,1.0,1.0,1
185,B1_MC,PI,NW,1,0,0.0,1.0,1
186,B1_MC,PI,NW,1,0,1.0,0.0,0
187,B1_MC,PI,NW,1,0,1.0,0.0,0
188,B1_MC,PI,NW,1,0,0.0,1.0,1
189,B1_MC,PC,GW,1,1,1.0,1.0,1
190,B1_MC,PC,NAL,-1,0,0.0,0.0,1
191,B1_MC,PC,GW,1,1,1.0,1.0,1
192,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
193,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
194,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
195,B1_MC,PC,NAL,-1,0,0.0,0.0,1
196,B1_MC,PC,GW,1,1,1.0,1.0,1
197,B1_MC,PC,GW,1,1,1.0,1.0,1
198,B1_MC,PI,NW,1,0,1.0,0.0,0
199,B1_MC,PI,GAL,-1,1,1.0,0.0,1
200,B1_MC,PI,GAL,-1,1,1.0,0.0,1
201,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
202,B1_MC,PC,GW,1,1,1.0,1.0,1
203,B1_MC,PI,NW,1,0,0.0,1.0,1
204,B1_MC,PI,GAL,-1,1,1.0,0.0,1
205,B1_MC,PI,NW,1,0,1.0,0.0,0
206,B1_MC,PC,NAL,-1,0,0.0,0.0,1
207,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
208,B1_MC,PI,NW,1,0,0.0,1.0,1
209,B1_MC,PI,GAL,-1,1,1.0,0.0,1
210,B1_MC,PC,GW,1,1,1.0,1.0,1
211,B1_MC,PI,NW,1,0,1.0,0.0,0
212,B1_MC,PC,GW,1,1,0.0,0.0,0
213,B1_MC,PI,NW,1,0,1.0,0.0,0
214,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
215,B1_MC,PI,GAL,-1,1,1.0,0.0,1
216,B1_MC,PC,NAL,-1,0,0.0,0.0,1
217,B1_MC,PI,GAL,-1,1,1.0,0.0,1
218,B1_MC,PC,GW,1,1,1.0,1.0,1
219,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
220,B1_MC,PC,GW,1,1,1.0,1.0,1
221,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
222,B1_MC,PC,GW,1,1,1.0,1.0,1
223,B1_MC,PI,GAL,-1,1,1.0,0.0,1
224,B1_MC,PI,NW,1,0,0.0,1.0,1
225,B1_MC,PC,NAL,-1,0,0.0,0.0,1
226,B1_MC,PI,NW,1,0,1.0,0.0,0
227,B1_MC,PI,NW,1,0,0.0,1.0,1
228,B1_MC,PI,NW,1,0,0.0,1.0,1
229,B1_MC,PC,GW,1,1,1.0,1.0,1
230,B1_MC,PC,NAL,-1,0,0.0,0.0,1
231,B1_MC,PC,GW,1,1,1.0,1.0,1
232,B1_MC,PI,GAL,-1,1,1.0,0.0,1
233,B1_MC,PC,NAL,-1,0,0.0,0.0,1
234,B1_MC,PI,GAL,-1,1,1.0,0.0,1
235,B1_MC,PC,GW,1,1,1.0,1.0,1
236,B1_MC,PI,NW,1,0,0.0,1.0,1
237,B1_MC,PI,NW,1,0,1.0,0.0,0
238,B1_MC,PC,GW,1,1,1.0,1.0,1
239,B1_MC,PI,NW,1,0,1.0,0.0,0
240,B1_MC,PI,GAL,-1,1,1.0,0.0,1
241,B1_MC,PC,GW,1,1,1.0,1.0,1
242,B1_MC,PC,GW,1,1,1.0,1.0,1
243,B1_MC,PI,GAL,-1,1,1.0,0.0,1
244,B1_MC,PI,GAL,-1,1,1.0,0.0,1
245,B1_MC,PC,NAL,-1,0,0.0,0.0,1
246,B1_MC,PC,NAL,-1,0,0.0,0.0,1
247,B1_MC,PC,NAL,-1,0,0.0,0.0,1
248,B1_MC,PC,NAL,-1,0,0.0,0.0,1
249,B1_MC,PC,NAL,-1,0,0.0,0.0,1
250,B1_MC,PI,GAL,-1,1,1.0,0.0,1
251,B1_MC,PI,GAL,-1,1,1.0,0.0,1
252,B1_MC,PI,GAL,-1,1,1.0,0.0,1
253,B1_MC,PC,NAL,-1,0,0.0,0.0,1
254,B1_MC,PC,NAL,-1,0,0.0,0.0,1
255,B1_MC,PC,NAL,-1,0,0.0,0.0,1
256,B1_MC,PC,GW,1,1,1.0,1.0,1
257,B1_MC,PI,NW,1,0,1.0,0.0,0
258,B1_MC,PC,NAL,-1,0,0.0,0.0,1
259,B1_MC,PC,GW,1,1,0.0,0.0,0
260,B1_MC,PC,GW,1,1,1.0,1.0,1
261,B1_MC,PC,NAL,-1,0,0.0,0.0,1
262,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
263,B1_MC,PC,NAL,-1,0,0.0,0.0,1
264,B1_MC,PI,GAL,-1,1,1.0,0.0,1
265,B1_MC,PC,NAL,-1,0,0.0,0.0,1
266,B1_MC,PC,NAL,-1,0,0.0,0.0,1
267,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
268,B1_MC,PI,NW,1,0,0.0,1.0,1
269,B1_MC,PI,NW,1,0,1.0,0.0,0
270,B1_MC,PC,GW,1,1,1.0,1.0,1
271,B1_MC,PC,GW,1,1,1.0,1.0,1
272,B1_MC,PC,NAL,-1,0,0.0,0.0,1
273,B1_MC,PI,GAL,-1,1,1.0,0.0,1
274,B1_MC,PC,GW,1,1,1.0,1.0,1
275,B1_MC,PC,NAL,-1,0,0.0,0.0,1
276,B1_MC,PI,NW,1,0,1.0,0.0,0
277,B1_MC,PC,NAL,-1,0,0.0,0.0,1
278,B1_MC,PI,NW,1,0,1.0,0.0,0
279,B1_MC,PI,NW,1,0,0.0,1.0,1
280,B1_MC,PC,NAL,-1,0,0.0,0.0,1
281,B1_MC,PI,GAL,-1,1,1.0,0.0,1
282,B1_MC,PI,GAL,-1,1,1.0,0.0,1
283,B1_MC,PC,GW,1,1,1.0,1.0,1
284,B1_MC,PC,GW,1,1,1.0,1.0,1
285,B1_MC,PC,NAL,-1,0,0.0,0.0,1
286,B1_MC,PI,GAL,-1,1,1.0,0.0,1
287,B1_MC,PC,GW,1,1,1.0,1.0,1
288,B1_MC,PI,NW,1,0,0.0,1.0,1
289,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
290,B1_MC,PC,GW,1,1,1.0,1.0,1
291,B1_MC,PC,GW,1,1,1.0,1.0,1
292,B1_MC,PI,NW,1,0,1.0,0.0,0
293,B1_MC,PC,NAL,-1,0,0.0,0.0,1
294,B1_MC,PC,NAL,-1,0,0.0,0.0,1
295,B1_MC,PI,NW,1,0,0.0,1.0,1
296,B1_MC,PC,GW,1,1,1.0,1.0,1
297,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
298,B1_MC,PC,NAL,-1,0,0.0,0.0,1
299,B1_MC,PI,GAL,-1,1,1.0,0.0,1
300,B1_MC,PC,GW,1,1,0.0,0.0,0
301,B1_MC,PC,GW,1,1,1.0,1.0,1
302,B1_MC,PC,GW,1,1,1.0,1.0,1
303,B1_MC,PI,NW,1,0,0.0,1.0,1
304,B1_MC,PC,NAL,-1,0,0.0,0.0,1
305,B1_MC,PI,NW,1,0,1.0,0.0,0
306,B1_MC,PI,GAL,-1,1,1.0,0.0,1
307,B1_MC,PI,GAL,-1,1,1.0,0.0,1
308,B1_MC,PI,NW,1,0,0.0,1.0,1
309,B1_MC,PC,GW,1,1,1.0,1.0,1
310,B1_MC,PC,NAL,-1,0,0.0,0.0,1
311,B1_MC,PI,NW,1,0,0.0,1.0,1
312,B1_MC,PI,NW,1,0,1.0,0.0,0
313,B1_MC,PC,NAL,-1,0,0.0,0.0,1
314,B1_MC,PI,GAL,-1,1,1.0,0.0,1
315,B1_MC,PC,NAL,-1,0,0.0,0.0,1
316,B1_MC,PC,GW,1,1,1.0,1.0,1
317,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
318,B1_MC,PI,NW,1,0,0.0,1.0,1
319,B1_MC,PI,GAL,-1,1,1.0,0.0,1
320,B1_MC,PI,NW,1,0,0.0,1.0,1
321,B1_MC,PI,GAL,-1,1,1.0,0.0,1
322,B1_MC,PI,GAL,-1,1,1.0,0.0,1
323,B1_MC,PC,NAL,-1,0,0.0,0.0,1
324,B1_MC,PI,NW,1,0,0.0,1.0,1
325,B1_MC,PC,GW,1,1,1.0,1.0,1
326,B1_MC,PC,GW,1,1,1.0,1.0,1
327,B1_MC,PC,NAL,-1,0,0.0,0.0,1
328,B1_MC,PC,GW,1,1,1.0,1.0,1
329,B1_MC,PI,GAL,-1,1,1.0,0.0,1
330,B1_MC,PI,GAL,-1,1,1.0,0.0,1
331,B1_MC,PI,GAL,-1,1,1.0,0.0,1
332,B1_MC,PC,GW,1,1,1.0,1.0,1
333,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
334,B1_MC,PC,GW,1,1,1.0,1.0,1
335,B1_MC,PC,GW,1,1,1.0,1.0,1
336,B1_MC,PC,GW,1,1,1.0,1.0,1
337,B1_MC,PC,GW,1,1,1.0,1.0,1
338,B1_MC,PC,GW,1,1,1.0,1.0,1
339,B1_MC,PI,GAL,-1,1,1.0,0.0,1
340,B1_MC,PC,GW,1,1,1.0,1.0,1
341,B1_MC,PI,GAL,-1,1,1.0,0.0,1
342,B1_MC,PI,GAL,-1,1,1.0,0.0,1
343,B1_MC,PC,NAL,-1,0,0.0,0.0,1
344,B1_MC,PC,NAL,-1,0,0.0,0.0,1
345,B1_MC,PI,NW,1,0,1.0,0.0,0
346,B1_MC,PI,NW,1,0,0.0,1.0,1
347,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
348,B1_MC,PI,NW,1,0,0.0,1.0,1
349,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
350,B1_MC,PC,NAL,-1,0,0.0,0.0,1
351,B1_MC,PI,NW,1,0,0.0,1.0,1
352,B1_MC,PI,GAL,-1,1,1.0,0.0,1
353,B1_MC,PC,NAL,-1,0,0.0,0.0,1
354,B1_MC,PC,GW,1,1,1.0,1.0,1
355,B1_MC,PI,GAL,-1,1,1.0,0.0,1
356,B1_MC,PC,GW,1,1,1.0,1.0,1
357,B1_MC,PI,NW,1,0,0.0,1.0,1
358,B1_MC,PC,GW,1,1,1.0,1.0,1
359,B1_MC,PC,GW,1,1,1.0,1.0,1
360,B1_MC,PC,NAL,-1,0,0.0,0.0,1
361,B1_MC,PC,GW,1,1,1.0,1.0,1
362,B1_MC,PC,GW,1,1,1.0,1.0,1
363,B1_MC,PI,NW,1,0,1.0,0.0,0
364,B1_MC,PC,NAL,-1,0,0.0,0.0,1
365,B1_MC,PC,GW,1,1,1.0,1.0,1
366,B1_MC,PI,NW,1,0,0.0,1.0,1
367,B1_MC,PC,GW,1,1,1.0,1.0,1
368,B1_MC,PC,GW,1,1,1.0,1.0,1
369,B1_MC,PC,GW,1,1,1.0,1.0,1
370,B1_MC,PI,GAL,-1,1,1.0,0.0,1
371,B1_MC,PI,GAL,-1,1,1.0,0.0,1
372,B1_MC,PI,NW,1,0,1.0,0.0,0
373,B1_MC,PC,NAL,-1,0,0.0,0.0,1
374,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
375,B1_MC,PC,NAL,-1,0,0.0,0.0,1
376,B1_MC,PI,GAL,-1,1,1.0,0.0,1
377,B1_MC,PI,NW,1,0,1.0,0.0,0
378,B1_MC,PC,GW,1,1,1.0,1.0,1
379,B1_MC,PC,GW,1,1,1.0,1.0,1
380,B1_MC,PI,GAL,-1,1,1.0,0.0,1
381,B1_MC,PI,GAL,-1,1,1.0,0.0,1
382,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
383,B1_MC,PI,NW,1,0,0.0,1.0,1
384,B1_MC,PC,NAL,-1,0,0.0,0.0,1
385,B1_MC,PC,NAL,-1,0,0.0,0.0,1
386,B1_MC,PC,NAL,-1,0,0.0,0.0,1
387,B1_MC,PI,GAL,-1,1,1.0,0.0,1
388,B1_MC,PC,GW,1,1,1.0,1.0,1
389,B1_MC,PC,GW,1,1,1.0,1.0,1
390,B1_MC,PC,NAL,-1,0,0.0,0.0,1
391,B1_MC,PC,NAL,-1,0,0.0,0.0,1
392,B1_MC,PI,GAL,-1,1,1.0,0.0,1
393,B1_MC,PI,NW,1,0,0.0,1.0,1
394,B1_MC,PC,GW,1,1,0.0,0.0,0
395,B1_MC,PC,GW,1,1,1.0,1.0,1
396,B1_MC,PI,NW,1,0,0.0,1.0,1
397,B1_MC,PC,NAL,-1,0,0.0,0.0,1
398,B1_MC,PC,NAL,-1,0,0.0,0.0,1
399,B1_MC,PI,GAL,-1,1,1.0,0.0,1
400,B1_MC,PI,NW,1,0,0.0,1.0,1
401,B1_MC,PC,GW,1,1,1.0,1.0,1
402,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
403,B1_MC,PC,GW,1,1,1.0,1.0,1
404,B1_MC,PI,NW,1,0,1.0,0.0,0
405,B1_MC,PI,NW,1,0,1.0,0.0,0
406,B1_MC,PC,NAL,-1,0,0.0,0.0,1
407,B1_MC,PC,NAL,-1,0,0.0,0.0,1
408,B1_MC,PC,GW,1,1,1.0,1.0,1
409,B1_MC,PC,GW,1,1,1.0,1.0,1
410,B1_MC,PI,NW,1,0,1.0,0.0,0
411,B1_MC,PC,GW,1,1,1.0,1.0,1
412,B1_MC,PI,NW,1,0,0.0,1.0,1
413,B1_MC,PI,NW,1,0,1.0,0.0,0
414,B1_MC,PC,NAL,-1,0,0.0,0.0,1
415,B1_MC,PC,GW,1,1,1.0,1.0,1
416,B1_MC,PI,GAL,-1,1,1.0,0.0,1
417,B1_MC,PC,GW,1,1,1.0,1.0,1
418,B1_MC,PI,GAL,-1,1,1.0,0.0,1
419,B1_MC,PI,NW,1,0,0.0,1.0,1
420,B1_MC,PI,NW,1,0,0.0,1.0,1
421,B1_MC,PI,NW,1,0,0.0,1.0,1
422,B1_MC,PI,NW,1,0,1.0,0.0,0
423,B1_MC,PC,NAL,-1,0,0.0,0.0,1
424,B1_MC,PC,GW,1,1,0.0,0.0,0
425,B1_MC,PC,NAL,-1,0,0.0,0.0,1
426,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
427,B1_MC,PC,GW,1,1,1.0,1.0,1
428,B1_MC,PC,NAL,-1,0,0.0,0.0,1
429,B1_MC,PI,GAL,-1,1,1.0,0.0,1
430,B1_MC,PC,GW,1,1,1.0,1.0,1
431,B1_MC,PC,GW,1,1,1.0,1.0,1
432,B1_MC,PI,GAL,-1,1,1.0,0.0,1
433,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
434,B1_MC,PI,NW,1,0,0.0,1.0,1
435,B1_MC,PC,NAL,-1,0,0.0,0.0,1
436,B1_MC,PI,NW,1,0,1.0,0.0,0
437,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
438,B1_MC,PI,GAL,-1,1,1.0,0.0,1
439,B1_MC,PC,GW,1,1,1.0,1.0,1
440,B1_MC,PI,NW,1,0,0.0,1.0,1
441,B1_MC,PI,NW,1,0,0.0,1.0,1
442,B1_MC,PC,GW,1,1,1.0,1.0,1
443,B1_MC,PI,NW,1,0,0.0,1.0,1
444,B1_MC,PC,NAL,-1,0,0.0,0.0,1
445,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
446,B1_MC,PC,NAL,-1,0,0.0,0.0,1
447,B1_MC,PC,NAL,-1,0,0.0,0.0,1
448,B1_MC,PI,GAL,-1,1,1.0,0.0,1
449,B1_MC,PC,GW,1,1,1.0,1.0,1
450,B1_MC,PC,GW,1,1,1.0,1.0,1
451,B1_MC,PI,NW,1,0,1.0,0.0,0
452,B1_MC,PI,NW,1,0,1.0,0.0,0
453,B1_MC,PI,GAL,-1,1,1.0,0.0,1
454,B1_MC,PC,NAL,-1,0,0.0,0.0,1
455,B1_MC,PI,GAL,-1,1,1.0,0.0,1
456,B1_MC,PC,NAL,-1,0,0.0,0.0,1
457,B1_MC,PC,NAL,-1,0,0.0,0.0,1
458,B1_MC,PI,NW,1,0,0.0,1.0,1
459,B1_MC,PI,NW,1,0,0.0,1.0,1
460,B1_MC,PC,GW,1,1,1.0,1.0,1
461,B1_MC,PC,NAL,-1,0,0.0,0.0,1
462,B1_MC,PC,GW,1,1,1.0,1.0,1
463,B1_MC,PC,NAL,-1,0,0.0,0.0,1
464,B1_MC,PI,NW,1,0,1.0,0.0,0
465,B1_MC,PI,NW,1,0,1.0,0.0,0
466,B1_MC,PI,NW,1,0,0.0,1.0,1
467,B1_MC,PI,NW,1,0,1.0,0.0,0
468,B1_MC,PI,GAL,-1,1,1.0,0.0,1
469,B1_MC,PI,GAL,-1,1,1.0,0.0,1
470,B1_MC,PI,GAL,-1,1,1.0,0.0,1
471,B1_MC,PI,NW,1,0,0.0,1.0,1
472,B1_MC,PI,NW,1,0,0.0,1.0,1
473,B1_MC,PC,GW,1,1,1.0,1.0,1
474,B1_MC,PI,NW,1,0,0.0,1.0,1
475,B1_MC,PI,NW,1,0,1.0,0.0,0
476,B1_MC,PI,NW,1,0,0.0,1.0,1
477,B1_MC,PI,NW,1,0,0.0,1.0,1
478,B1_MC,PC,NAL,-1,0,0.0,0.0,1
479,B1_MC,PC,GW,1,1,1.0,1.0,1
480,B1_MC,PC,GW,1,1,1.0,1.0,1
